i,d,y_raw,n,y,lo_iqr,hi_iqr,is_outlier,u_m,u_l,H_m7,H_l7,A_m,A_l,t,sin1,cos1,season,split,use_for_fit
1,2024-04-17,89.5581756416697,15,89.5581756416697,54.06550130942836,131.76715986421098,False,0,0,0,0,,,14.0,0.2385125751940764,0.9711394088771652,春,train,True
1,2024-04-18,88.2686798262524,23,88.2686798262524,54.06550130942836,131.76715986421098,False,0,0,0,0,,,15.0,0.2551824131233728,0.966892928939152,春,train,True
1,2024-04-19,88.0531117327647,22,88.0531117327647,54.06550130942836,131.76715986421098,False,0,0,0,0,,,16.0,0.2717767384711357,0.9623603298276544,春,train,True
1,2024-04-20,88.23268964351685,24,88.23268964351685,54.06550130942836,131.76715986421098,False,0,0,0,0,,,17.0,0.2882906407095177,0.957542952811672,春,train,True
1,2024-04-21,86.9142912164223,13,86.9142912164223,54.06550130942836,131.76715986421098,False,0,0,0,0,,,18.0,0.3047192331091634,0.9524422234305676,春,train,True
1,2024-04-22,86.3922355631261,17,86.3922355631261,54.06550130942836,131.76715986421098,False,0,0,0,0,,,19.0,0.321057654185271,0.9470596510722284,春,train,True
1,2024-04-23,85.92728800455359,6,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,20.0,0.3373010691361842,0.9413968285264122,春,train,True
1,2024-04-24,85.9349885866417,13,85.9349885866417,54.06550130942836,131.76715986421098,False,0,0,0,0,,,21.0,0.3534446712740877,0.9354554315134164,春,train,True
1,2024-04-25,85.55122542694724,24,85.55122542694724,54.06550130942836,131.76715986421098,False,0,0,0,0,,,22.0,0.3694836834473831,0.9292372181882051,春,train,True
1,2024-04-26,84.9646648733255,16,84.9646648733255,54.06550130942836,131.76715986421098,False,0,0,0,0,,,23.0,0.3854133594543256,0.9227440286201428,春,train,True
1,2024-04-27,85.2672854520632,23,85.2672854520632,54.06550130942836,131.76715986421098,False,0,0,0,0,,,24.0,0.4012289854475009,0.9159777842484876,春,train,True
1,2024-04-28,85.190845401632,23,85.190845401632,54.06550130942836,131.76715986421098,False,0,0,0,0,,,25.0,0.4169258813287287,0.908940487313808,春,train,True
1,2024-04-29,83.9285500706377,16,83.9285500706377,54.06550130942836,131.76715986421098,False,0,0,0,0,,,26.0,0.4324994021339788,0.901634220265486,春,train,True
1,2024-04-30,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,27.0,0.4479449394078911,0.8940611451454876,春,train,True
1,2024-05-01,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,28.0,0.4632579225674917,0.88622350294858,春,train,True
1,2024-05-02,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,29.0,0.4784338202547012,0.8781236129591848,春,train,True
1,2024-05-03,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,30.0,0.4934681416772373,0.8697638720650646,春,train,True
1,2024-05-04,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,31.0,0.5083564379375122,0.8611467540480452,春,train,True
1,2024-05-05,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,32.0,0.5230943033491326,0.8522748088519838,春,train,True
1,2024-05-06,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,33.0,0.5376773767406141,0.8431506618282,春,train,True
1,2024-05-07,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,34.0,0.5521013427459208,0.8337770129585915,春,train,True
1,2024-05-08,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,35.0,0.5663619330814524,0.8241566360566663,春,train,True
1,2024-05-09,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,36.0,0.580454927809098,0.8142923779467267,春,train,True
1,2024-05-10,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,37.0,0.5943761565849831,0.804187157621448,春,train,True
1,2024-05-11,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,38.0,0.6081214998935418,0.7938439653781019,春,train,True
1,2024-05-12,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,39.0,0.6216868902665479,0.7832658619336791,春,train,True
1,2024-05-13,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,40.0,0.6350683134867438,0.7724559775191742,春,train,True
1,2024-05-14,83.5666322247074,8,,54.06550130942836,131.76715986421098,False,0,0,0,0,,,41.0,0.6482618097757122,0.7614175109532997,春,train,True
1,2024-05-15,83.8064688426062,15,83.8064688426062,54.06550130942836,131.76715986421098,False,0,0,0,0,,,42.0,0.6612634749656386,0.7501537286959042,春,train,True
1,2024-05-16,84.13198432827781,24,84.13198432827781,54.06550130942836,131.76715986421098,False,0,0,0,0,,,43.0,0.6740694616546161,0.7386679638813748,春,train,True
1,2024-05-17,83.4046789512127,24,83.4046789512127,54.06550130942836,131.76715986421098,False,0,0,0,0,,,44.0,0.6866759803451553,0.726963615332308,春,train,True
1,2024-05-18,,0,,54.06550130942836,131.76715986421098,False,1,0,0,0,0.0,,45.0,0.6990793005655562,0.7150441465537444,春,train,True
1,2024-05-19,105.617518400501,9,,54.06550130942836,131.76715986421098,False,0,0,1,0,1.0,,46.0,0.7112757519738152,0.7029130847082615,春,train,True
1,2024-05-20,105.486085217334,23,105.486085217334,54.06550130942836,131.76715986421098,False,0,0,1,0,2.0,,47.0,0.7232617254437388,0.6905740195722294,春,train,True
1,2024-05-21,105.0271094199965,24,105.0271094199965,54.06550130942836,131.76715986421098,False,0,0,1,0,3.0,,48.0,0.7350336741329412,0.6780306024735382,春,train,True
1,2024-05-22,104.546144923329,19,104.546144923329,54.06550130942836,131.76715986421098,False,0,0,1,0,4.0,,49.0,0.746588114532413,0.6652865452111116,春,train,True
1,2024-05-23,104.088314753291,13,104.088314753291,54.06550130942836,131.76715986421098,False,0,0,1,0,5.0,,50.0,0.7579216274973472,0.6523456189565257,春,train,True
1,2024-05-24,103.966748246511,23,103.966748246511,54.06550130942836,131.76715986421098,False,0,0,1,0,6.0,,51.0,0.7690308592589181,0.6392116531380588,春,train,True
1,2024-05-25,103.750314015008,24,103.750314015008,54.06550130942836,131.76715986421098,False,0,0,1,0,7.0,,52.0,0.7799125224167177,0.6258885343075018,春,train,True
1,2024-05-26,103.558973108146,24,103.558973108146,54.06550130942836,131.76715986421098,False,0,0,0,0,8.0,,53.0,0.7905633969115482,0.612380204990065,春,train,True
1,2024-05-27,103.415381917494,13,103.415381917494,54.06550130942836,131.76715986421098,False,0,0,0,0,9.0,,54.0,0.8009803309782905,0.5986906625177214,春,train,True
1,2024-05-28,103.210160278292,20,103.210160278292,54.06550130942836,131.76715986421098,False,0,0,0,0,10.0,,55.0,0.8111602420785621,0.5848239578463322,春,train,True
1,2024-05-29,103.279066869451,23,103.279066869451,54.06550130942836,131.76715986421098,False,0,0,0,0,11.0,,56.0,0.8211001178128892,0.5707841943569036,春,train,True
1,2024-05-30,103.098446642794,21,103.098446642794,54.06550130942836,131.76715986421098,False,0,0,0,0,12.0,,57.0,0.8307970168121247,0.5565755266413303,春,train,True
1,2024-05-31,103.034550066156,9,,54.06550130942836,131.76715986421098,False,0,0,0,0,13.0,,58.0,0.8402480696078469,0.5422021592729844,春,train,True
1,2024-06-01,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,14.0,,59.0,0.8494504794814806,0.527668345562516,夏,train,True
1,2024-06-02,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,15.0,,60.0,0.8584015232918917,0.512978386299228,夏,train,True
1,2024-06-03,103.1424062602475,14,103.1424062602475,54.06550130942836,131.76715986421098,False,0,0,0,0,16.0,,61.0,0.8670985522812081,0.4981366284784055,夏,train,True
1,2024-06-04,103.286898095096,16,103.286898095096,54.06550130942836,131.76715986421098,False,0,0,0,0,17.0,,62.0,0.8755389928586302,0.4831474640149687,夏,train,True
1,2024-06-05,103.000494658126,19,103.000494658126,54.06550130942836,131.76715986421098,False,0,0,0,0,18.0,,63.0,0.8837203473619977,0.4680153284438345,夏,train,True
1,2024-06-06,101.9925354190515,24,101.9925354190515,54.06550130942836,131.76715986421098,False,0,0,0,0,19.0,,64.0,0.8916401947968874,0.452744699607371,夏,train,True
1,2024-06-07,102.6290379061675,22,102.6290379061675,54.06550130942836,131.76715986421098,False,0,0,0,0,20.0,,65.0,0.8992961915530253,0.4373400963303323,夏,train,True
1,2024-06-08,103.476529770075,18,103.476529770075,54.06550130942836,131.76715986421098,False,0,0,0,0,21.0,,66.0,0.9066860720977984,0.4218060770826634,夏,train,True
1,2024-06-09,102.723809566616,12,102.723809566616,54.06550130942836,131.76715986421098,False,0,0,0,0,22.0,,67.0,0.9138076496466616,0.4061472386305788,夏,train,True
1,2024-06-10,102.899179186928,23,102.899179186928,54.06550130942836,131.76715986421098,False,0,0,0,0,23.0,,68.0,0.9206588168102428,0.3903682146763026,夏,train,True
1,2024-06-11,102.24386327046052,20,102.24386327046052,54.06550130942836,131.76715986421098,False,0,0,0,0,24.0,,69.0,0.9272375462179536,0.374473674486883,夏,train,True
1,2024-06-12,101.228972088696,24,101.228972088696,54.06550130942836,131.76715986421098,False,0,0,0,0,25.0,,70.0,0.9335418911179212,0.3584683215124808,夏,train,True
1,2024-06-13,102.8591676197595,12,102.8591676197595,54.06550130942836,131.76715986421098,False,0,0,0,0,26.0,,71.0,0.9395699859530622,0.342356891994542,夏,train,True
1,2024-06-14,102.4179705017,23,102.4179705017,54.06550130942836,131.76715986421098,False,0,0,0,0,27.0,,72.0,0.945320046913132,0.3261441535642696,夏,train,True
1,2024-06-15,101.493767923983,24,101.493767923983,54.06550130942836,131.76715986421098,False,0,0,0,0,28.0,,73.0,0.9507903724625832,0.3098349038318025,夏,train,True
1,2024-06-16,102.8832860687485,20,102.8832860687485,54.06550130942836,131.76715986421098,False,0,0,0,0,29.0,,74.0,0.9559793438440766,0.2934339689665273,夏,train,True
1,2024-06-17,98.6617462842292,11,,54.06550130942836,131.76715986421098,False,0,0,0,0,30.0,,75.0,0.9608854255574976,0.2769462022689364,夏,train,True
1,2024-06-18,100.5713207509895,24,100.5713207509895,54.06550130942836,131.76715986421098,False,0,0,0,0,31.0,,76.0,0.9655071658143364,0.2603764827344581,夏,train,True
1,2024-06-19,103.0775938488555,22,103.0775938488555,54.06550130942836,131.76715986421098,False,0,0,0,0,32.0,,77.0,0.969843196967294,0.2437297136096838,夏,train,True
1,2024-06-20,100.65067183583947,24,100.65067183583947,54.06550130942836,131.76715986421098,False,0,0,0,0,33.0,,78.0,0.9738922359149924,0.2270108209414184,夏,train,True
1,2024-06-21,100.746419371434,11,,54.06550130942836,131.76715986421098,False,0,0,0,0,34.0,,79.0,0.977653084481664,0.2102247521189836,夏,train,True
1,2024-06-22,100.721339716145,23,100.721339716145,54.06550130942836,131.76715986421098,False,0,0,0,0,35.0,,80.0,0.981124629771712,0.1933764744102058,夏,train,True
1,2024-06-23,101.669318294168,23,101.669318294168,54.06550130942836,131.76715986421098,False,0,0,0,0,36.0,,81.0,0.984305844499033,0.1764709734915216,夏,train,True
1,2024-06-24,100.37271860110955,24,100.37271860110955,54.06550130942836,131.76715986421098,False,0,0,0,0,37.0,,82.0,0.9871957872910084,0.1595132519726365,夏,train,True
1,2024-06-25,100.08227608960075,12,100.08227608960075,54.06550130942836,131.76715986421098,False,0,0,0,0,38.0,,83.0,0.9897936029670716,0.1425083279161708,夏,train,True
1,2024-06-26,99.60551012515946,24,99.60551012515946,54.06550130942836,131.76715986421098,False,0,0,0,0,39.0,,84.0,0.992098522791769,0.1254612333527364,夏,train,True
1,2024-06-27,99.6295588186331,18,99.6295588186331,54.06550130942836,131.76715986421098,False,0,0,0,0,40.0,,85.0,0.9941098647022418,0.108377012791876,夏,train,True
1,2024-06-28,101.4641392759775,24,101.4641392759775,54.06550130942836,131.76715986421098,False,0,0,0,0,41.0,,86.0,0.9958270335100596,0.0912607217293118,夏,train,True
1,2024-06-29,102.059782965612,15,102.059782965612,54.06550130942836,131.76715986421098,False,0,0,0,0,42.0,,87.0,0.9972495210773452,0.0741174251509443,夏,train,True
1,2024-06-30,96.826522515873,1,,54.06550130942836,131.76715986421098,False,0,0,0,0,43.0,,88.0,0.998376906467142,0.0569521960340397,夏,train,True
1,2024-07-01,99.3590960563248,23,99.3590960563248,54.06550130942836,131.76715986421098,False,0,0,0,0,44.0,,89.0,0.9992088560679752,0.0397701138460557,夏,train,True
1,2024-07-02,99.64385496011124,24,99.64385496011124,54.06550130942836,131.76715986421098,False,0,0,0,0,45.0,,90.0,0.9997451236925734,0.0225762630415454,夏,train,True
1,2024-07-03,99.9545179776487,19,99.9545179776487,54.06550130942836,131.76715986421098,False,0,0,0,0,46.0,,91.0,0.9999855506507186,0.0053757315575838,夏,train,True
1,2024-07-04,101.8392518824185,10,,54.06550130942836,131.76715986421098,False,0,0,0,0,47.0,,92.0,0.9999300657962056,-0.0118263906918325,夏,train,True
1,2024-07-05,102.471305789438,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,48.0,,93.0,0.9995786855478958,-0.0290250133219752,夏,train,True
1,2024-07-06,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,49.0,,94.0,0.9989315138848576,-0.0462150469837083,夏,train,True
1,2024-07-07,97.4873169762054,3,,54.06550130942836,131.76715986421098,False,0,0,0,0,50.0,,95.0,0.9979887423155984,-0.0633914048695103,夏,train,True
1,2024-07-08,97.31417610882605,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,51.0,,96.0,0.9967506498213928,-0.0805490042187416,夏,train,True
1,2024-07-09,96.73986696909007,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,52.0,,97.0,0.9952176027737294,-0.0976827678217159,夏,train,True
1,2024-07-10,102.2922346439875,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,53.0,,98.0,0.9933900548258936,-0.114787625522127,夏,train,True
1,2024-07-11,100.20154510459795,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,54.0,,99.0,0.9912685467787256,-0.1318585157173911,夏,train,True
1,2024-07-12,97.34592343975088,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,55.0,,100.0,0.9888537064205885,-0.1488903868564548,夏,train,True
1,2024-07-13,98.0380614414602,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,56.0,,101.0,0.986146248341595,-0.1658781989346314,夏,train,True
1,2024-07-14,100.8824502340065,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,57.0,,102.0,0.98314697372215,-0.1828169249850199,夏,train,True
1,2024-07-15,97.2314637058055,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,58.0,,103.0,0.9798567700958664,-0.1997015525660636,夏,train,True
1,2024-07-16,98.62438128206026,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,59.0,,104.0,0.976276611086932,-0.2165270852448143,夏,train,True
1,2024-07-17,98.44523113464496,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,60.0,,105.0,0.9724075561219968,-0.2332885440754551,夏,train,True
1,2024-07-18,101.1707710383955,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,61.0,,106.0,0.9682507501166718,-0.2499809690726521,夏,train,True
1,2024-07-19,,0,,54.06550130942836,131.76715986421098,False,1,0,0,0,0.0,,107.0,0.9638074231367308,-0.2665994206792935,夏,train,True
1,2024-07-20,111.025325492734,4,,54.06550130942836,131.76715986421098,False,0,0,1,0,1.0,,108.0,0.9590788900341132,-0.2831389812281835,夏,train,True
1,2024-07-21,111.44991202038,4,,54.06550130942836,131.76715986421098,False,0,0,1,0,2.0,,109.0,0.9540665500578388,-0.2995947563972602,夏,train,True
1,2024-07-22,111.63597534999248,4,,54.06550130942836,131.76715986421098,False,0,0,1,0,3.0,,110.0,0.9487718864399473,-0.3159618766579029,夏,train,True
1,2024-07-23,111.883620104416,4,,54.06550130942836,131.76715986421098,False,0,0,1,0,4.0,,111.0,0.9431964659565866,-0.3322354987159043,夏,train,True
1,2024-07-24,110.9535599513375,4,,54.06550130942836,131.76715986421098,False,0,0,1,0,5.0,,112.0,0.9373419384643772,-0.3484108069446808,夏,train,True
1,2024-07-25,111.842243019192,4,,54.06550130942836,131.76715986421098,False,0,0,1,0,6.0,,113.0,0.9312100364121948,-0.3644830148102912,夏,train,True
1,2024-07-26,109.0307332272705,4,,54.06550130942836,131.76715986421098,False,0,0,1,0,7.0,,114.0,0.9248025743285088,-0.3804473662878516,夏,train,True
1,2024-07-27,113.5112256656925,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,8.0,,115.0,0.9181214482844364,-0.3962991372689181,夏,train,True
1,2024-07-28,108.9654749342275,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,9.0,,116.0,0.9111686353326632,-0.4120336369594263,夏,train,True
1,2024-07-29,106.609429992305,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,10.0,,117.0,0.9039461929224012,-0.4276462092677746,夏,train,True
1,2024-07-30,109.9069186690065,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,11.0,,118.0,0.8964562582905575,-0.4431322341826345,夏,train,True
1,2024-07-31,110.4891005313825,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,12.0,,119.0,0.8887010478292915,-0.4584871291400876,夏,train,True
1,2024-08-01,110.6188577575845,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,13.0,,120.0,0.8806828564301475,-0.47370635037968,夏,train,True
1,2024-08-02,110.337137093677,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,14.0,,121.0,0.8724040568049612,-0.4887853942889926,夏,train,True
1,2024-08-03,110.523379408335,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,15.0,,122.0,0.8638670987837349,-0.503719798736334,夏,train,True
1,2024-08-04,110.8036217007965,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,16.0,,123.0,0.8550745085896932,-0.518505144391157,夏,train,True
1,2024-08-05,110.6102075804535,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,17.0,,124.0,0.8460288880917339,-0.533137056031809,夏,train,True
1,2024-08-06,110.1872694181285,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,18.0,,125.0,0.8367329140344921,-0.5476112038402312,夏,train,True
1,2024-08-07,110.261546457561,3,,54.06550130942836,131.76715986421098,False,0,0,0,0,19.0,,126.0,0.8271893372462497,-0.5619233046832195,夏,train,True
1,2024-08-08,,0,,54.06550130942836,131.76715986421098,False,0,0,0,0,20.0,,127.0,0.8174009818249189,-0.5760691233798758,夏,train,True
1,2024-08-09,111.971828143065,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,21.0,,128.0,0.8073707443023492,-0.5900444739548627,夏,train,True
1,2024-08-10,108.396810422623,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,22.0,,129.0,0.7971015927871943,-0.6038452208771035,夏,train,True
1,2024-08-11,109.4697637213505,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,23.0,,130.0,0.7865965660866021,-0.6174672802835514,夏,train,True
1,2024-08-12,110.690017068492,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,24.0,,131.0,0.7758587728069828,-0.6309066211876704,夏,train,True
1,2024-08-13,109.665892316284,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,25.0,,132.0,0.7648913904341226,-0.6441592666722685,夏,train,True
1,2024-08-14,108.34763096587052,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,26.0,,133.0,0.753697664392914,-0.6572212950663319,夏,train,True
1,2024-08-15,109.053163844836,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,27.0,,134.0,0.742280907086982,-0.6700888411055113,夏,train,True
1,2024-08-16,107.798792165226,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,28.0,,135.0,0.7306444969184916,-0.6827580970759147,夏,train,True
1,2024-08-17,109.795726523746,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,29.0,,136.0,0.7187918772884232,-0.6952253139408722,夏,train,True
1,2024-08-18,109.2433032951175,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,30.0,,137.0,0.7067265555776158,-0.7074868024503348,夏,train,True
1,2024-08-19,108.8333598706275,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,31.0,,138.0,0.6944521021088763,-0.719538934232584,夏,train,True
1,2024-08-20,106.55046359483,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,32.0,,139.0,0.6819721490904629,-0.7313781428679254,夏,train,True
1,2024-08-21,106.3812342184755,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,33.0,,140.0,0.6692903895412567,-0.7430009249440493,夏,train,True
1,2024-08-22,109.581115111655,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,34.0,,141.0,0.6564105761979381,-0.7544038410927472,夏,train,True
1,2024-08-23,108.0726541872765,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,35.0,,142.0,0.6433365204044917,-0.765583517007675,夏,train,True
1,2024-08-24,107.266429428109,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,36.0,,143.0,0.6300720909843687,-0.7765366444428655,夏,train,True
1,2024-08-25,106.534150719758,4,,54.06550130942836,131.76715986421098,False,0,0,0,0,37.0,,144.0,0.6166212130956382,-0.7872599821916922,夏,train,True
1,2024-08-26,108.075074758945,10,,54.06550130942836,131.76715986421098,False,0,0,0,0,38.0,,145.0,0.6029878670694714,-0.7977503570459932,夏,train,True
1,2024-08-27,107.4424284264705,10,,54.06550130942836,131.76715986421098,False,0,0,0,0,39.0,,146.0,0.5891760872322963,-0.8080046647350754,夏,train,True
1,2024-08-28,107.704847768268,23,107.704847768268,54.06550130942836,131.76715986421098,False,0,0,0,0,40.0,,147.0,0.5751899607119775,-0.8180198708443175,夏,train,True
1,2024-08-29,108.241916855147,23,108.241916855147,54.06550130942836,131.76715986421098,False,0,0,0,0,41.0,,148.0,0.5610336262283677,-0.8277930117131022,夏,train,True
1,2024-08-30,107.223369231255,23,107.223369231255,54.06550130942836,131.76715986421098,False,0,0,0,0,42.0,,149.0,0.5467112728685939,-0.8373211953118121,夏,train,True
1,2024-08-31,107.408342249277,12,107.408342249277,54.06550130942836,131.76715986421098,False,0,0,0,0,43.0,,150.0,0.5322271388474397,-0.8466016020976267,夏,train,True
1,2024-09-01,107.131143810982,17,107.131143810982,54.06550130942836,131.76715986421098,False,0,0,0,0,44.0,,151.0,0.5175855102531889,-0.8556314858488706,秋,train,True
1,2024-09-02,106.4000157606835,12,106.4000157606835,54.06550130942836,131.76715986421098,False,0,0,0,0,45.0,,152.0,0.5027907197793043,-0.8644081744776648,秋,train,True
1,2024-09-03,105.907779255945,21,105.907779255945,54.06550130942836,131.76715986421098,False,0,0,0,0,46.0,,153.0,0.4878471454423119,-0.8729290708206411,秋,train,True
1,2024-09-04,104.66977107867,15,104.66977107867,54.06550130942836,131.76715986421098,False,0,0,0,0,47.0,,154.0,0.4727592092862775,-0.881191653407483,秋,train,True
1,2024-09-05,104.510216662315,21,104.510216662315,54.06550130942836,131.76715986421098,False,0,0,0,0,48.0,,155.0,0.4575313760742512,-0.8891934772070711,秋,train,True
1,2024-09-06,103.591785625153,24,103.591785625153,54.06550130942836,131.76715986421098,False,0,0,0,0,49.0,,156.0,0.442168151967072,-0.8969321743510065,秋,train,True
1,2024-09-07,102.786129454452,24,102.786129454452,54.06550130942836,131.76715986421098,False,0,0,0,0,50.0,,157.0,0.4266740831899246,-0.9044054548343,秋,train,True
1,2024-09-08,103.114584891668,18,103.114584891668,54.06550130942836,131.76715986421098,False,0,0,0,0,51.0,,158.0,0.4110537546870351,-0.911611107193024,秋,train,True
1,2024-09-09,102.627275201847,17,102.627275201847,54.06550130942836,131.76715986421098,False,0,0,0,0,52.0,,159.0,0.3953117887649151,-0.9185469991587164,秋,train,True
1,2024-09-10,102.874948421683,22,102.874948421683,54.06550130942836,131.76715986421098,False,0,0,0,0,53.0,,160.0,0.3794528437245443,-0.925211078289358,秋,train,True
1,2024-09-11,101.9034236450945,24,101.9034236450945,54.06550130942836,131.76715986421098,False,0,0,0,0,54.0,,161.0,0.3634816124829063,-0.9316013725767188,秋,train,True
1,2024-09-12,101.3362634566235,20,101.3362634566235,54.06550130942836,131.76715986421098,False,0,0,0,0,55.0,,162.0,0.3474028211842774,-0.9377159910299092,秋,train,True
1,2024-09-13,100.98004380171052,18,100.98004380171052,54.06550130942836,131.76715986421098,False,0,0,0,0,56.0,,163.0,0.3312212278016865,-0.9435531242349544,秋,train,True
1,2024-09-14,100.513293581838,23,100.513293581838,54.06550130942836,131.76715986421098,False,0,0,0,0,57.0,,164.0,0.3149416207289519,-0.9491110448902284,秋,train,True
1,2024-09-15,100.3652557586615,16,100.3652557586615,54.06550130942836,131.76715986421098,False,0,0,0,0,58.0,,165.0,0.2985688173637202,-0.9543881083175908,秋,train,True
1,2024-09-16,99.430253222002,21,99.430253222002,54.06550130942836,131.76715986421098,False,0,0,0,0,59.0,,166.0,0.2821076626819194,-0.9593827529490744,秋,train,True
1,2024-09-17,99.3946234574692,13,99.3946234574692,54.06550130942836,131.76715986421098,False,0,0,0,0,60.0,,167.0,0.2655630278040559,-0.9640935007889756,秋,train,True
1,2024-09-18,98.8977113248109,20,98.8977113248109,54.06550130942836,131.76715986421098,False,0,0,0,0,61.0,,168.0,0.2489398085537665,-0.9685189578512204,秋,train,True
1,2024-09-19,98.2738668970977,24,98.2738668970977,54.06550130942836,131.76715986421098,False,0,0,0,0,62.0,,169.0,0.2322429240090701,-0.9726578145718654,秋,train,True
